"","input_number","input","target_number","target","name","description","namespace"
"94",94,"AT1G13820","94.1","AT1G13820","AT1G13820","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837943]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"95",95,"AT1G65310","95.1","AT1G65310","XTH17","xyloglucan endotransglucosylase/hydrolase 17 [Source:NCBI gene (formerly Entrezgene);Acc:842839]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"96",96,"AT1G52570","96.1","AT1G52570","PLDALPHA2","phospholipase D alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:841689]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"97",97,"AT1G10210","97.1","AT1G10210","MPK1","mitogen-activated protein kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:837559]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"98",98,"AT1G71520","98.1","AT1G71520","AT1G71520","Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843492]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"99",99,"AT1G12880","99.1","AT1G12880","NUDT12","nudix hydrolase homolog 12 [Source:NCBI gene (formerly Entrezgene);Acc:837845]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"100",100,"AT1G66460","100.1","AT1G66460","AT1G66460","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842964]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"101",101,"AT1G23850","101.1","AT1G23850","AT1G23850","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:838996]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"102",102,"AT1G73910","102.1","AT1G73910","ARP4A","actin-related proteins 4A [Source:NCBI gene (formerly Entrezgene);Acc:843728]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"103",103,"AT1G48280","103.1","AT1G48280","AT1G48280","hydroxyproline-rich glycoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:841248]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"104",104,"AT1G29160","104.1","AT1G29160","AT1G29160","Dof-type zinc finger DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:839790]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"105",105,"AT1G75800","105.1","AT1G75800","AT1G75800","Pathosis-related thaumatin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843913]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"106",106,"AT1G67890","106.1","AT1G67890","AT1G67890","PAS domain-containing protein tyrosine kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843117]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"107",107,"AT1G76210","107.1","AT1G76210","AT1G76210","DUF241 domain protein, putative (DUF241) [Source:NCBI gene (formerly Entrezgene);Acc:843954]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"108",108,"AT1G61350","108.1","AT1G61350","AT1G61350","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842429]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"109",109,"AT1G06570","109.1","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase [Source:NCBI gene (formerly Entrezgene);Acc:837168]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"110",110,"AT1G27200","110.1","AT1G27200","AT1G27200","glycosyltransferase family protein (DUF23) [Source:NCBI gene (formerly Entrezgene);Acc:839609]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"111",111,"AT1G09240","111.1","AT1G09240","NAS3","nicotianamine synthase 3 [Source:NCBI gene (formerly Entrezgene);Acc:837444]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"112",112,"AT1G28440","112.1","AT1G28440","HSL1","HAESA-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:839742]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"113",113,"AT1G01650","113.1","AT1G01650","SPPL4","SIGNAL PEPTIDE PEPTIDASE-LIKE 4 [Source:NCBI gene (formerly Entrezgene);Acc:839499]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"114",114,"AT1G16510","114.1","AT1G16510","AT1G16510","SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:838221]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"115",115,"AT1G33440","115.1","AT1G33440","AT1G33440","Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840237]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"116",116,"AT1G64060","116.1","AT1G64060","RBOH F","respiratory burst oxidase protein F [Source:NCBI gene (formerly Entrezgene);Acc:842710]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"117",117,"AT1G41830","117.1","AT1G41830","SKS6","SKU5-similar 6 [Source:NCBI gene (formerly Entrezgene);Acc:840792]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"118",118,"AT1G44608","118.1","AT1G44608","AT1G44608","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"119",119,"AT1G12600","119.1","AT1G12600","AT1G12600","UDP-N-acetylglucosamine (UAA) transporter family [Source:NCBI gene (formerly Entrezgene);Acc:837816]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"120",120,"AT1G48720","120.1","AT1G48720","AT1G48720","Copia-like polyprotein/retrotransposon [Source:NCBI gene (formerly Entrezgene);Acc:28717339]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"121",121,"AT1G09932","121.1","AT1G09932","AT1G09932","Phosphoglycerate mutase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837526]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"122",122,"AT1G66970","122.1","AT1G66970","SVL2","SHV3-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:843015]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"123",123,"AT1G66400","123.1","AT1G66400","CML23","calmodulin like 23 [Source:NCBI gene (formerly Entrezgene);Acc:842958]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"124",124,"AT1G58280","124.1","AT1G58280","AT1G58280","Phosphoglycerate mutase family protein [Source:NCBI gene (formerly Entrezgene);Acc:842197]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"125",125,"AT1G01060","125.1","AT1G01060","LHY","Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839341]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"126",126,"AT1G14780","126.1","AT1G14780","AT1G14780","MAC/Perforin domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838043]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"127",127,"AT1G26665","127.1","AT1G26665","AT1G26665","Mediator complex, subunit Med10 [Source:NCBI gene (formerly Entrezgene);Acc:839207]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"128",128,"AT1G24440","128.1","AT1G24440","AT1G24440","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839060]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"129",129,"AT1G09900","129.1","AT1G09900","AT1G09900","Pentatricopeptide repeat (PPR-like) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837522]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"130",130,"AT1G20440","130.1","AT1G20440","COR47","cold-regulated 47 [Source:NCBI gene (formerly Entrezgene);Acc:838632]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"131",131,"AT1G65040","131.1","AT1G65040","Hrd1B","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842812]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"132",132,"AT1G14830","132.1","AT1G14830","DL1C","DYNAMIN-like 1C [Source:NCBI gene (formerly Entrezgene);Acc:838048]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"133",133,"AT1G32220","133.1","AT1G32220","AT1G32220","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840114]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"134",134,"AT1G03650","134.1","AT1G03650","AT1G03650","Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839021]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"135",135,"AT1G10200","135.1","AT1G10200","WLIM1","GATA type zinc finger transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:837558]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"136",136,"AT1G10370","136.1","AT1G10370","ERD9","Glutathione S-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837576]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"137",137,"AT1G09575","137.1","AT1G09575","AT1G09575","calcium uniporter-like protein (DUF607) [Source:NCBI gene (formerly Entrezgene);Acc:837484]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"138",138,"AT1G58150","138.1","AT1G58150","AT1G58150","phosphoglycerate kinase [Source:NCBI gene (formerly Entrezgene);Acc:842182]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"139",139,"AT1G76680","139.1","AT1G76680","OPR1","12-oxophytodienoate reductase 1 [Source:NCBI gene (formerly Entrezgene);Acc:844001]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"140",140,"AT1G24020","140.1","AT1G24020","MLP423","MLP-like protein 423 [Source:NCBI gene (formerly Entrezgene);Acc:839014]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"141",141,"AT1G72210","141.1","AT1G72210","AT1G72210","basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843553]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"142",142,"AT1G01570","142.1","AT1G01570","AT1G01570","transferring glycosyl group transferase (DUF604) [Source:NCBI gene (formerly Entrezgene);Acc:837183]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"143",143,"AT1G71970","143.1","AT1G71970","AT1G71970","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"144",144,"AT1G66160","144.1","AT1G66160","CMPG1","CYS, MET, PRO, and GLY protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:842931]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"145",145,"AT1G18300","145.1","AT1G18300","NUDT4","nudix hydrolase homolog 4 [Source:NCBI gene (formerly Entrezgene);Acc:838410]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"146",146,"AT1G02810","146.1","AT1G02810","AT1G02810","Plant invertase/pectin methylesterase inhibitor superfamily [Source:NCBI gene (formerly Entrezgene);Acc:838078]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"147",147,"AT1G54460","147.1","AT1G54460","AT1G54460","TPX2 (targeting protein for Xklp2) protein family [Source:NCBI gene (formerly Entrezgene);Acc:841888]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"148",148,"AT1G06180","148.1","AT1G06180","MYB13","myb domain protein 13 [Source:NCBI gene (formerly Entrezgene);Acc:837127]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"149",149,"AT1G48620","149.1","AT1G48620","HON5","high mobility group A5 [Source:NCBI gene (formerly Entrezgene);Acc:841283]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"150",150,"AT1G01690","150.1","AT1G01690","PRD3","putative recombination initiation defects 3 [Source:NCBI gene (formerly Entrezgene);Acc:839243]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"151",151,"AT1G09680","151.1","AT1G09680","AT1G09680","Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837496]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"152",152,"AT1G08290","152.1","AT1G08290","WIP3","WIP domain protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:837349]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"153",153,"AT1G73750","153.1","AT1G73750","AT1G73750","alpha/beta hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843710]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"154",154,"AT1G67050","154.1","AT1G67050","AT1G67050","membrane-associated kinase regulator [Source:NCBI gene (formerly Entrezgene);Acc:843025]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"155",155,"AT1G21660","155.1","AT1G21660","AT1G21660","Chaperone DnaJ-domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838768]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"156",156,"AT1G65320","156.1","AT1G65320","CBSX6","Cystathionine beta-synthase (CBS) family protein [Source:NCBI gene (formerly Entrezgene);Acc:842840]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"157",157,"AT1G06490","157.1","AT1G06490","CalS7","glucan synthase-like 7 [Source:NCBI gene (formerly Entrezgene);Acc:837160]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"158",158,"AT1G19970","158.1","AT1G19970","AT1G19970","ER lumen protein retaining receptor family protein [Source:NCBI gene (formerly Entrezgene);Acc:838586]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"159",159,"AT1G22830","159.1","AT1G22830","AT1G22830","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838888]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"160",160,"AT1G14590","160.1","AT1G14590","AT1G14590","Nucleotide-diphospho-sugar transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838021]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"161",161,"AT1G08300","161.1","AT1G08300","NVL","no vein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:837350]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"162",162,"AT1G52690","162.1","AT1G52690","LEA7","Late embryosis abundant protein (LEA) family protein [Source:NCBI gene (formerly Entrezgene);Acc:841701]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"163",163,"AT1G64660","163.1","AT1G64660","MGL","methionine gamma-lyase [Source:NCBI gene (formerly Entrezgene);Acc:842774]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"164",164,"AT1G56660","164.1","AT1G56660","AT1G56660","MAEBL domain protein [Source:NCBI gene (formerly Entrezgene);Acc:842121]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"165",165,"AT1G54960","165.1","AT1G54960","NP2","NPK1-related protein kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:841937]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"166",166,"AT1G14440","166.1","AT1G14440","HB31","homeobox protein 31 [Source:NCBI gene (formerly Entrezgene);Acc:838006]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"167",167,"AT1G69490","167.1","AT1G69490","NAP","NAC-like, activated by AP3/PI [Source:NCBI gene (formerly Entrezgene);Acc:843282]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"168",168,"AT1G78990","168.1","AT1G78990","AT1G78990","HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:844239]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"169",169,"AT1G11170","169.1","AT1G11170","AT1G11170","lysine ketoglutarate reductase trans-splicing-like protein (DUF707) [Source:NCBI gene (formerly Entrezgene);Acc:837658]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"170",170,"AT1G30690","170.1","AT1G30690","AT1G30690","Sec14p-like phosphatidylinositol transfer family protein [Source:NCBI gene (formerly Entrezgene);Acc:839949]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"171",171,"AT1G01730","171.1","AT1G01730","AT1G01730","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"172",172,"AT1G28380","172.1","AT1G28380","NSL1","MAC/Perforin domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839735]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"173",173,"AT1G01180","173.1","AT1G01180","AT1G01180","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839239]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"174",174,"AT1G69730","174.1","AT1G69730","AT1G69730","Wall-associated kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843309]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"175",175,"AT1G63090","175.1","AT1G63090","PP2-A11","phloem protein 2-A11 [Source:NCBI gene (formerly Entrezgene);Acc:842612]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"176",176,"AT1G35720","176.1","AT1G35720","ANNAT1","annexin 1 [Source:NCBI gene (formerly Entrezgene);Acc:840476]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"177",177,"AT1G72180","177.1","AT1G72180","AT1G72180","Leucine-rich receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843550]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"178",178,"AT1G78020","178.1","AT1G78020","AT1G78020","senescence-associated family protein, putative (DUF581) [Source:NCBI gene (formerly Entrezgene);Acc:844137]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"179",179,"AT1G56140","179.1","AT1G56140","AT1G56140","Leucine-rich repeat transmembrane protein kinase [Source:NCBI gene (formerly Entrezgene);Acc:842066]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"180",180,"AT1G72250","180.1","AT1G72250","AT1G72250","Di-glucose binding protein with Kinesin motor domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:843557]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"181",181,"AT1G11390","181.1","AT1G11390","AT1G11390","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837681]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"182",182,"AT1G25450","182.1","AT1G25450","KCS5","3-ketoacyl-CoA synthase 5 [Source:NCBI gene (formerly Entrezgene);Acc:839131]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"183",183,"AT1G07900","183.1","AT1G07900","LBD1","LOB domain-containing protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:837305]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"184",184,"AT1G17360","184.1","AT1G17360","AT1G17360","LOW protein: protein phosphatase 1 regulatory subunit-like protein [Source:NCBI gene (formerly Entrezgene);Acc:838308]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"185",185,"AT1G31820","185.1","AT1G31820","PUT1","Amino acid permease family protein [Source:NCBI gene (formerly Entrezgene);Acc:840072]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
