"","input_number","input","target_number","target","name","description","namespace"
"94",94,"AT1G51700","94.1","AT1G51700","DOF1","DOF zinc finger protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:841595]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"95",95,"AT1G19180","95.1","AT1G19180","JAZ1","jasmonate-zim-domain protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:838501]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"96",96,"AT1G24150","96.1","AT1G24150","FH4","formin homologue 4 [Source:NCBI gene (formerly Entrezgene);Acc:839028]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS"
"97",97,"AT1G73080","97.1","AT1G73080","PEPR1","PEP1 receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:843639]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"98",98,"AT1G74450","98.1","AT1G74450","AT1G74450","BPS1-like protein (DUF793) [Source:NCBI gene (formerly Entrezgene);Acc:843786]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"99",99,"AT1G74930","99.1","AT1G74930","ORA47","Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843832]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"100",100,"AT1G26730","100.1","AT1G26730","AT1G26730","EXS (ERD1/XPR1/SYG1) family protein [Source:NCBI gene (formerly Entrezgene);Acc:839214]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"101",101,"AT1G61890","101.1","AT1G61890","AT1G61890","MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:842485]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"102",102,"AT1G10340","102.1","AT1G10340","AT1G10340","Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:837573]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"103",103,"AT1G27180","103.1","AT1G27180","AT1G27180","disease resistance protein (TIR-NBS-LRR class) [Source:NCBI gene (formerly Entrezgene);Acc:839607]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"104",104,"AT1G63860","104.1","AT1G63860","AT1G63860","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:3767624]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"105",105,"AT1G09930","105.1","AT1G09930","OPT2","oligopeptide transporter 2 [Source:NCBI gene (formerly Entrezgene);Acc:837525]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"106",106,"AT1G42980","106.1","AT1G42980","AT1G42980","Actin-binding FH2 (formin homology 2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:840896]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"107",107,"AT1G43000","107.1","AT1G43000","AT1G43000","PLATZ transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:840898]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"108",108,"AT1G21130","108.1","AT1G21130","IGMT4","O-methyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838709]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"109",109,"AT1G24145","109.1","AT1G24145","AT1G24145","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:839027]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"110",110,"AT1G67530","110.1","AT1G67530","AT1G67530","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843074]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"111",111,"AT1G32928","111.1","AT1G32928","AT1G32928","Avr9/Cf-9 rapidly elicited protein [Source:NCBI gene (formerly Entrezgene);Acc:3766886]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"112",112,"AT1G70740","112.1","AT1G70740","AT1G70740","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:843411]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"113",113,"AT1G21326","113.1","AT1G21326","AT1G21326","VQ motif-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838731]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"114",114,"AT1G20300","114.1","AT1G20300","AT1G20300","Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838618]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"115",115,"AT1G58420","115.1","AT1G58420","AT1G58420","Uncharacterized conserved protein UCP031279 [Source:NCBI gene (formerly Entrezgene);Acc:842211]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"116",116,"AT1G20780","116.1","AT1G20780","SAUL1","senescence-associated E3 ubiquitin ligase 1 [Source:NCBI gene (formerly Entrezgene);Acc:838668]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"117",117,"AT1G24625","117.1","AT1G24625","ZFP7","zinc finger protein 7 [Source:NCBI gene (formerly Entrezgene);Acc:839077]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"118",118,"AT1G61560","118.1","AT1G61560","MLO6","Seven transmembrane MLO family protein [Source:NCBI gene (formerly Entrezgene);Acc:842450]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"119",119,"AT1G69890","119.1","AT1G69890","AT1G69890","actin cross-linking protein (DUF569) [Source:NCBI gene (formerly Entrezgene);Acc:843325]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"120",120,"AT1G64710","120.1","AT1G64710","AT1G64710","GroES-like zinc-binding alcohol dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:842779]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"121",121,"AT1G78860","121.1","AT1G78860","AT1G78860","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:844223]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"122",122,"AT1G21010","122.1","AT1G21010","AT1G21010","poly polymerase [Source:NCBI gene (formerly Entrezgene);Acc:838695]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"123",123,"AT1G11310","123.1","AT1G11310","MLO2","Seven transmembrane MLO family protein [Source:NCBI gene (formerly Entrezgene);Acc:837673]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"124",124,"AT1G06760","124.1","AT1G06760","AT1G06760","winged-helix DNA-binding transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:837187]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"125",125,"AT1G49780","125.1","AT1G49780","PUB26","plant U-box 26 [Source:NCBI gene (formerly Entrezgene);Acc:841401]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"126",126,"AT1G59124","126.1","AT1G58807","AT1G58807","Disease resistance protein (CC-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:842225]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"127",126,"AT1G59124","126.2","AT1G59124","AT1G58807","Disease resistance protein (CC-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:842225]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"128",127,"AT1G14370","127.1","AT1G14370","APK2A","protein kinase 2A [Source:NCBI gene (formerly Entrezgene);Acc:837999]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"129",128,"AT1G19330","128.1","AT1G19330","AT1G19330","histone deacetylase complex subunit [Source:NCBI gene (formerly Entrezgene);Acc:838515]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"130",129,"AT1G07000","129.1","AT1G07000","EXO70B2","exocyst subunit exo70 family protein B2 [Source:NCBI gene (formerly Entrezgene);Acc:837210]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"131",130,"AT1G21110","130.1","AT1G21110","IGMT3","O-methyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838707]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"132",131,"AT1G56600","131.1","AT1G56600","GolS2","galactinol synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:842114]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"133",132,"AT1G62300","132.1","AT1G62300","WRKY6","WRKY family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:842527]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"134",133,"AT1G02400","133.1","AT1G02400","GA2OX6","gibberellin 2-oxidase 6 [Source:NCBI gene (formerly Entrezgene);Acc:839508]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"135",134,"AT1G32900","134.1","AT1G32900","GBSS1","UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840184]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"136",135,"AT1G27045","135.1","AT1G27045","ATHB54","Homeobox-leucine zipper protein family [Source:NCBI gene (formerly Entrezgene);Acc:10723019]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"137",136,"AT1G49840","136.1","AT1G49840","AT1G49840","glutamyl-tRNA (Gln) amidotransferase subunit A (DUF620) [Source:NCBI gene (formerly Entrezgene);Acc:841407]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"138",137,"AT1G72930","137.1","AT1G72930","TIR","toll/interleukin-1 receptor-like protein [Source:NCBI gene (formerly Entrezgene);Acc:843624]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"139",138,"AT1G22600","138.1","AT1G22600","AT1G22600","Late embryosis abundant protein (LEA) family protein [Source:NCBI gene (formerly Entrezgene);Acc:838866]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"140",139,"AT1G23710","139.1","AT1G23710","AT1G23710","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"141",140,"AT1G27770","140.1","AT1G27770","ACA1","autoinhibited Ca2+-ATPase 1 [Source:NCBI gene (formerly Entrezgene);Acc:839670]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"142",141,"AT1G07090","141.1","AT1G07090","LSH6","None","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"143",142,"AT1G14600","142.1","AT1G14600","AT1G14600","Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838022]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"144",143,"AT1G30755","143.1","AT1G30755","AT1G30755","elongation factor G, putative (DUF668) [Source:NCBI gene (formerly Entrezgene);Acc:839956]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"145",144,"AT1G59910","144.1","AT1G59910","AT1G59910","Actin-binding FH2 (formin homology 2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:842285]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"146",145,"AT1G03370","145.1","AT1G03370","AT1G03370","C2 calcium/lipid-binding and GRAM domain containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839519]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"147",146,"AT1G78410","146.1","AT1G78410","AT1G78410","VQ motif-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:844177]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"148",147,"AT1G67265","147.1","AT1G67265","RTFL21","ROTUNDIFOLIA like 21 [Source:NCBI gene (formerly Entrezgene);Acc:5007837]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"149",148,"AT1G69530","148.1","AT1G69530","EXPA1","expansin A1 [Source:NCBI gene (formerly Entrezgene);Acc:843288]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"150",149,"AT1G72520","149.1","AT1G72520","LOX4","PLAT/LH2 domain-containing lipoxygenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843584]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"151",150,"AT1G14480","150.1","AT1G14480","AT1G14480","Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:838010]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"152",151,"AT1G14280","151.1","AT1G14280","PKS2","phytochrome kinase substrate 2 [Source:NCBI gene (formerly Entrezgene);Acc:837989]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"153",152,"AT1G72950","152.1","AT1G72950","AT1G72950","Disease resistance protein (TIR-NBS class) [Source:NCBI gene (formerly Entrezgene);Acc:843626]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"154",153,"AT1G49660","153.1","AT1G49660","CXE5","carboxyesterase 5 [Source:NCBI gene (formerly Entrezgene);Acc:841390]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"155",154,"AT1G19770","154.1","AT1G19770","PUP14","purine permease 14 [Source:NCBI gene (formerly Entrezgene);Acc:838565]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"156",155,"AT1G27730","155.1","AT1G27730","STZ","salt tolerance zinc finger [Source:NCBI gene (formerly Entrezgene);Acc:839666]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"157",156,"AT1G20510","156.1","AT1G20510","OPCL1","OPC-8:0 CoA ligase1 [Source:NCBI gene (formerly Entrezgene);Acc:838639]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"158",157,"AT1G73830","157.1","AT1G73830","BEE3","BR enhanced expression 3 [Source:NCBI gene (formerly Entrezgene);Acc:843719]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"159",158,"AT1G60190","158.1","AT1G60190","PUB19","ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842314]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"160",159,"AT1G66090","159.1","AT1G66090","AT1G66090","Disease resistance protein (TIR-NBS class) [Source:NCBI gene (formerly Entrezgene);Acc:842923]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"161",160,"AT1G30730","160.1","AT1G30730","AT1G30730","FAD-binding Berberine family protein [Source:NCBI gene (formerly Entrezgene);Acc:839953]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"162",161,"AT1G34260","161.1","AT1G34260","FAB1D","FORMS APLOID AND BINUCLEATE CELLS 1A [Source:NCBI gene (formerly Entrezgene);Acc:840326]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"163",162,"AT1G18570","162.1","AT1G18570","MYB51","myb domain protein 51 [Source:NCBI gene (formerly Entrezgene);Acc:838438]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"164",163,"AT1G27100","163.1","AT1G27100","AT1G27100","Actin cross-linking protein [Source:NCBI gene (formerly Entrezgene);Acc:839599]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"165",164,"AT1G77500","164.1","AT1G77500","AT1G77500","DUF630 family protein, putative (DUF630 and DUF632) [Source:NCBI gene (formerly Entrezgene);Acc:844086]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"166",165,"AT1G59590","165.1","AT1G59590","ZCF37","ZCF37 [Source:NCBI gene (formerly Entrezgene);Acc:842249]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"167",166,"AT1G05675","166.1","AT1G05675","AT1G05675","UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:10723139]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"168",167,"AT1G19050","167.1","AT1G19050","ARR7","response regulator 7 [Source:NCBI gene (formerly Entrezgene);Acc:838487]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"169",168,"AT1G79680","168.1","AT1G79680","WAKL10","WALL ASSOCIATED KINASE (WAK)-LIKE 10 [Source:NCBI gene (formerly Entrezgene);Acc:844307]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"170",169,"AT1G73540","169.1","AT1G73540","NUDT21","nudix hydrolase homolog 21 [Source:NCBI gene (formerly Entrezgene);Acc:843688]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"171",170,"AT1G09950","170.1","AT1G09950","RAS1","RESPONSE TO ABA AND SALT 1 [Source:NCBI gene (formerly Entrezgene);Acc:837529]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"172",171,"AT1G24095","171.1","AT1G24095","AT1G24095","Putative thiol-disulfide oxidoreductase DCC [Source:NCBI gene (formerly Entrezgene);Acc:10723023]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"173",172,"AT1G68050","172.1","AT1G68050","FKF1","flavin-binding, kelch repeat, f box 1 [Source:NCBI gene (formerly Entrezgene);Acc:843133]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"174",173,"AT1G09070","173.1","AT1G09070","SRC2","soybean regulated by cold-2 [Source:NCBI gene (formerly Entrezgene);Acc:837428]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"175",174,"AT1G72700","174.1","AT1G72700","AT1G72700","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:843602]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"176",175,"AT1G79160","175.1","AT1G79160","AT1G79160","filamentous hemagglutinin transporter [Source:NCBI gene (formerly Entrezgene);Acc:844257]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"177",176,"AT1G02390","176.1","AT1G02390","GPAT2","glycerol-3-phosphate acyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:839558]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"178",177,"AT1G17420","177.1","AT1G17420","LOX3","lipoxygenase 3 [Source:NCBI gene (formerly Entrezgene);Acc:838314]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"179",178,"AT1G10280","178.1","AT1G10280","AT1G10280","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837567]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"180",179,"AT1G21120","179.1","AT1G21120","IGMT2","O-methyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838708]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"181",180,"AT1G05630","180.1","AT1G05630","5PTASE13","Endonuclease/exonuclease/phosphatase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837069]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"182",181,"AT1G76650","181.1","AT1G76650","CML38","calmodulin-like 38 [Source:NCBI gene (formerly Entrezgene);Acc:843998]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"183",182,"AT1G50750","182.1","AT1G50750","AT1G50750","aminotransferase-like, mobile domain protein [Source:NCBI gene (formerly Entrezgene);Acc:841497]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"184",183,"AT1G27130","183.1","AT1G27130","GSTU13","glutathione S-transferase tau 13 [Source:NCBI gene (formerly Entrezgene);Acc:839602]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"185",184,"AT1G75150","184.1","AT1G75150","AT1G75150","DNA ligase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:843852]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"186",185,"AT1G29690","185.1","AT1G29690","CAD1","MAC/Perforin domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839846]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
